company_name,company_address,num_employees_affected,layoff_date,union,union_rep_info,local_workforce_investment_area,date_notice_received,layoff_or_closure,severance,bumping_rights,jobs,updated(BLN)
Transform KM LLC,"['710 W Tehachapi', ' Tehachapi', ', CA', ' 93561']",80,12/15/19,No,,Employers' Training Resource                      ,9/18/19,Closure,Employer did not State,No,"{'AP Manager': 1, 'ASM, Hardlines (CA)': 1, 'ASM, Softlines (CA)': 1, 'Asset Protection Associate': 1, 'Back Room Lead': 1, 'Checkout Service Associate': 29, 'Data Integrity Lead': 1, 'Evening Salesfloor Supervisor': 1, 'Footwear Lead': 1, 'Hardlines Merchandiser': 8, 'HBA Lead': 1, 'HR Lead': 1, 'Jewelry Lead': 1, 'Member Service Lead': 2, 'Morning Replenishment Assoc': 4, 'mygofer assoc': 3, 'Office Associate': 1, 'Pharmacist (CA Hourly On Call)': 1, 'Pharmacist (CA Hourly)': 1, 'Pharmacist (Casual On Call)': 1, 'Pharmacist Cut Service Associate': 1, 'Pharmacy Technician': 1, 'Pharmacy Technician (Cert)': 1, 'Pricing Lead': 1, 'Reset Lead': 1, 'Salesfloor Supv Hardlines': 1, 'Service Desk Associate': 1, 'Softlines Lead': 2, 'Softlines Merchandiser': 9, 'Store General Manager II, RS': 1, None: None}",3/16/20
W.A. Thompson,"['5101 District Boulevard', ' Bakersfield', ', CA', ' 93313']",95,12/6/19,No,,Employers' Training Resource                      ,10/10/19,Closure,Employer did not State,No,"{'DRAFT': 4, 'DRIVER': 15, 'INVENTORY MANAGEMENT': 2, 'MERCHANDISER': 15, 'OFFICE STAFF': 11, 'SALES MANAGER': 2, 'SALES SUPERVISOR': 5, 'SALES SUPPORT': 7, 'SALESPERSON': 15, 'WAREHOUSE': 17, 'WAREHOUSE SUPERVISOR': 2, None: None}",3/16/20
TGI Firday's,"['5919 Canoga Hills', ' Woodland Hills', ', CA', ' 91367']",67,12/15/19,No,,City of Los Angeles                               ,10/16/19,Closure,Employer did not State,No,"{'Assistant Manager': 2, 'Bartender': 8, 'Busser': 3, 'Dishwasher': 1, 'Food Runner': 2, 'General Manager': 1, 'Host/Hostess': 7, 'Line Cook': 20, 'Server': 22, None: None}",3/16/20
Transform KM LLC,"['13007 Sherman Way', ' North Hollywood', ', CA', ' 91605']",73,12/15/19,No,,City of Los Angeles                               ,9/18/19,Closure,Employer did not State,No,"{'AP Manager': 1, 'ASM, Hardlines (CA)': 1, 'ASM, Operations (CA)': 1, 'Asset Protection Associate': 1, 'Associate, Fulfillment Center': 4, 'Back Room Lead': 1, 'Checkout Service Associate': 16, 'Data Integrity Specialist': 1, 'Evening Salesfloor Supervisor': 1, 'Footwear Lead': 1, 'Front End Lead': 1, 'Hardlines Merchandiser': 18, 'HR Lead': 1, 'Jewelry Lead': 1, 'MC&C APP': 1, 'Morning Replenishment Assoc': 1, 'Office Associate': 2, 'Pricing Lead': 1, 'Reset Lead': 1, 'Salesfloor Supv Softlines': 1, 'Service Desk Associate': 5, 'Softlines Lead': 2, 'Softlines Merchandiser': 9, 'Store General Manager II, RS': 1, None: None}",3/16/20
Transform SR LLC,"['13007 Sherman Way', ' North Hollywood', ', CA', ' 91605']",5,12/15/19,No,,City of Los Angeles                               ,9/18/19,Closure,Employer did not State,No,"{'Advanced Technician, Auto': 3, 'Auto Center Mgr (CA HY)': 1, 'Express Technician, Auto': 1, None: None}",3/16/20
"Yapstone Holdings, Inc.","['10250 Constellation Blvd Ste 100', ' Los Angeles', ', CA', ' 90067']",33,10/14/19,No,,City of Los Angeles                               ,8/30/19,Layoff,Employer did not State,No,"{'EDNP': 33, None: None}",3/16/20
Transform SR LLC,"['12121 Victory Blvd', ' North Hollywood', ', CA', ' 91606']",82,2/16/20,No,,City of Los Angeles                               ,11/26/19,Closure,Employer did not State,No,"{'AP Manager': 1, 'ASM, Hardlines': 1, 'Asset Protection Associate': 3, 'CA Comp Plan D CSA': 10, 'Consultative Sales Assoc-Base': 12, 'FJ Lead': 1, 'HA Sales Lead': 1, 'Office Associate, Retail': 2, 'Softlines ASM': 1, 'Softlines Associate': 32, 'Softlines Lead': 3, 'Store General Manager 11, RS': 1, 'Store Support Associate': 13, 'Store Support Supervisor': 1, None: None}",3/16/20
Transform SR LLC,"['9301 Tampa Ave', ' Northridge', ', CA', ' 91324']",10,1/5/20,No,,City of Los Angeles                               ,9/30/19,Closure,Employer did not State,No,"{'Advanced Technician, Auto': 2, 'Assis Auto Center Mgr (CA 2)': 1, 'Auto Center Manager II': 1, 'Certified Technician, Auto': 2, 'Customer Service Advisor': 2, 'Ind Hire Certified Tech, Auto': 1, 'Ind Hire Master Tech, Auto': 1, None: None}",3/16/20
Transform SR LLC,"['9301 Tampa Ave', ' Northridge', ', CA', ' 91324']",72,1/5/20,No,,City of Los Angeles                               ,9/30/19,Closure,Employer did not State,No,"{'ASM, Hardlines': 1, 'Asset Protection Associate': 3, 'Associate, Fulfillment Center': 6, 'Cashier': 1, 'Consultative Sales Assoc-Base': 6, 'Consultative Sales Assoc-Draw': 7, 'Consultative Sales Trainee - C': 2, 'Consultative Sales Trainee - D': 2, 'FTW Store Support Lead': 1, 'HA Sales Lead': 1, 'Lead, Fulfillment Center': 1, 'Manager, APP': 1, 'Office Associate, Retail': 3, 'Sales Coordinator': 1, 'Softlines ASM': 1, 'Softlines Associate': 18, 'Softlines Lead': 2, 'Store Co-Mgr, FLS, Ret Svcs': 1, 'Store General Manager II, RS': 1, 'Store Support ASM': 1, 'Store Support Associate': 11, 'Store Support Lead': 1, None: None}",3/16/20
"Wag Labs, Inc.","['8560 Sunset Boulevard', ' West Hollywood', ', CA', ' 90069']",90,2/9/20,No,,City of Los Angeles                               ,12/9/19,Closure,Employer did not State,No,"{'Accounting/Finance': 1, 'Analytics': 4, 'Engineering': 27, 'IT': 2, 'Marketing': 6, 'People': 4, 'Places': 1, 'Product': 15, 'Security': 1, 'Supply': 2, 'Tech Ops': 7, 'Trust & Safety': 20, None: None}",3/16/20
"Vantec Hitachi Transport System (USA), Inc.","['1589 E. Ninth Street', ' Pomona', ', CA', ' 91766']",78,10/1/19,No,,Los Angeles County WDACS                                                        ,9/5/19,Closure,Employer did not State,No,"{'EDNP': 78, None: None}",3/16/20
Transform KM LLC,"['730 South Orange', ' West Covina', ', CA', ' 91790']",79,1/5/20,No,,Los Angeles County WDACS                                                        ,9/30/19,Closure,Employer did not State,No,"{'AP Manager': 1, 'Asset Protection Associate': 3, 'Checkout Service Associate': 17, 'Customer Greeter': 1, 'Evening Salesfloor Supervisor': 1, 'Exit Monitor': 1, 'Footwear Lead': 1, 'Hardlines Merchandiser': 4, 'HR Lead': 1, 'HR Specialist': 1, 'Jewelry Lead': 1, 'Layaway Associate': 3, 'MC&CAPP': 1, 'Morning Replenishment Assoc': 7, 'Office Associate': 2, 'Pricing Lead': 1, 'Reset Lead': 1, 'Restaurant Associate': 6, 'Restaurant Lead': 1, 'Salesfloor Supv Hardlines': 1, 'Salesfloor Supv Softlines': 1, 'Service Desk Associate': 6, 'Softlines Lead': 2, 'Softlines Merchandiser': 14, 'Store General Manager 11, RS': 1, None: None}",3/16/20
Transform SR LLC,"['1209 Plz Dr', ' West Covina', ', CA', ' 91790']",103,2/16/20,No,,Los Angeles County WDACS                                                        ,11/21/19,Closure,Employer did not State,No,"{'AP Manager': 1, 'ASM, Hardlines': 1, 'Asset Protection Associate': 1, 'Auto Center Manager II': 1, 'CA Comp Plan D CSA': 9, 'Consultative Sales Assoc-Base': 15, 'Consultative Sales Trainee - C': 1, 'Customer Service Advisor': 4, 'Express Tecnnician, Auto': 4, 'FJ Consultative Sales Trainee': 1, 'FTW Store Support Lead': 1, 'HA Sales Lead': 1, 'Lead, Customer Service Advisor': 1, 'nd Hire Advanced Tech, Auto': 2, 'Office Associate, Retail': 2, 'Sales Coordinator': 1, 'Softlines ASM': 2, 'Softlines Associate': 28, 'Softlines Lead': 2, 'Store General Manager I, RS': 1, 'Store Support Associate': 23, 'Store Support Supervisor': 1, None: None}",3/16/20
Transform KM LLC,"['1050 North Davis Road', ' Salinas', ', CA', ' 93907']",54,12/15/19,No,,Monterey County Workforce Investment Board                                      ,9/18/19,Closure,Employer did not State,No,"{'AP Manager': 1, 'ASM, Hardlines (CA)': 1, 'Asset Protection Associate': 1, 'Checkout Service Associate': 11, 'Data Code Specialist': 1, 'Data Integrity Specialist': 1, 'Evening Salesfloor Supervisor': 2, 'Hardlines Merchandiser': 7, 'HR Lead': 1, 'MC&C APP': 1, 'Office Associate': 2, 'Pricing Lead': 1, 'Reset Specialist': 1, 'Service Desk Associate': 5, 'Softlines Lead': 2, 'Softlines Merchandiser': 15, 'Store General Manager II, RS': 1, None: None}",3/16/20
Transform KM LLC,"['2155 Pillsbury Rd', ' Chico', ', CA', ' 95926']",72,2/16/20,No,,NoRTEC Governing Board                            ,11/26/19,Closure,Employer did not State,No,"{'AP Manager': 1, 'ASM, Hardlines (CA)': 2, 'Asset Protection Associate': 1, 'Back Room Locator Specialist': 1, 'Checkout Service Associate': 22, 'Hardlines Merchandiser': 14, 'HR Lead': 1, 'Morning Replenishment Assoc': 1, 'mygofer assoc': 1, 'Office Associate': 3, 'Pricing Lead': 1, 'Reset Lead': 1, 'Salesfloor Supv Hardlines': 1, 'Salesfloor Supv Softlines': 1, 'Service Desk Associate': 5, 'Softlines Lead': 2, 'Softlines Merchandiser': 13, 'Store General Manager II, RS': 1, None: None}",3/16/20
Transform SR LLC,"['1178 El Camino Real', ' San Bruno', ', CA', ' 94066']",109,2/16/20,No,,"NOVA Consortium (North Santa Clara), Employment De                              ",11/26/19,Closure,Employer did not State,No,"{'Advanced Technician, Auto': 4, 'AP Manager': 1, 'ASM, Hardlines': 1, 'Asset Protection Associate': 3, 'Asset Protection Recovery Assa': 1, 'Assis Auto Center Manager IV': 1, 'Auto Center Manager IV': 1, 'CA Comp Plan D CSA': 6, 'Certified Technician, Auto': 2, 'Cnslt Sis Ase HA CE HI NonComm': 3, 'Consultative Sales Assoc-Base': 4, 'Consultative Sales Trainee - C': 2, 'ConsultativeSalesAssoc, CEHrly': 2, 'Customer Service Advisor': 4, 'Express Technician, Auto': 4, 'FJ Consultative Sales Trainee': 1, 'FJ Lead': 1, 'FTW Store Support Lead': 1, 'HA Sales Lead': 1, 'Hard lines Sales Lead': 1, 'HL Sales Assoc 2 (HA/Mattress)': 2, 'Ind Hire Advanced Tech, Auto': 2, 'Office Associate, Retail': 3, 'Softlines Associate': 36, 'Softlines Lead': 5, 'Store General Manager II, RS': 1, 'Store Support ASM': 1, 'Store Support Associate': 14, 'Store Support Lead': 1, None: None}",3/16/20
Transform KM LLC,"[""1155 Veteran's Blvd"", ' Redwood City', ', CA', ' 94063']",58,4/12/20,No,,"NOVA Consortium (North Santa Clara), Employment De                              ",2/25/20,Closure,Employer did not State,No,"{'AP Manager': 1, 'ASM, Hardlines (CA)': 1, 'ASM,Softlines (CA)': 1, 'Asset Protection Associate': 1, 'Back Room Lead': 1, 'Checkout Service Associate': 10, 'Director, Div Asset Prft Prtcn': 1, 'Evening Salesfloor Supervisor': 1, 'Exit Monitor': 1, 'Footwear Lead': 1, 'Front End Lead': 1, 'Hardlines Merchandiser': 12, 'HR Lead': 1, 'MC&C APP': 1, 'mygofer assoc': 1, 'Office Associate': 1, 'Pricing Lead': 1, 'Reset Lead': 1, 'Reset Specialist': 1, 'Salesfloor Supv Softlines': 1, 'Service Desk Associate': 2, 'Softlines Lead': 2, 'Softlines Merchandiser': 13, 'Store General Manager !I, RS': 1, None: None}",3/16/20
"Transportation Brokerage Specialists, Inc.","['250 Utah Ave', ' South San Francisco', ', CA', ' 94080']",50,4/16/20,No,,"NOVA Consortium (North Santa Clara), Employment De                              ",2/25/20,Layoff,Employer did not State,No,"{'Assistant Dispatcher': 2, 'Dispatch Manager': 1, 'Driver Associate': 47, None: None}",3/16/20
XO Holding Inc,"['400 Oyster Point Blvd Suite 301', ' South San Francisco', ', CA', ' 94080']",10,5/1/20,No,,"NOVA Consortium (North Santa Clara), Employment De                              ",3/2/20,Closure,Employer did not State,No,"{'Accounts Receivable Analyst': 1, 'Billing and Revenue Analyst': 2, 'Manager, Financial Systems': 1, 'Senior Accountant': 1, 'Sr. Director Corporate Finance': 1, 'Sr. IT Operations Manager': 1, 'Sr. Manager, Revenue and Billing': 1, 'Sr. Revenue and Billing Analyst': 1, 'Sr. VP, Controller': 1, None: None}",3/16/20
XOJET Aviation LLC,"['400 Oyster Point Blvd, Suite 301', ' South San Francisco', ', CA', ' 94080']",2,5/1/20,No,,"NOVA Consortium (North Santa Clara), Employment De                              ",3/3/20,Closure,Employer did not State,No,"{'Accounts Payable Specialist': 1, 'Senior Accounts Payable Lead': 1, None: None}",3/16/20
TGI Friday's,"['601 Anton Blvd', ' Costa Mesa', ', CA', ' 92626']",54,12/31/19,No,,"Orange County Community Services Agency, Special P",11/1/19,Closure,Employer did not State,No,"{'Assistant Manager': 2, 'Bartender': 5, 'Busser': 1, 'Dishwasher': 4, 'General Manager': 1, 'Host/Hostess': 6, 'Line Cook': 12, 'Server': 23, None: None}",3/16/20
"UTC Fire & Security Americas Corporation, Inc.","['2955 Red Hill Avenue', ' Costa Mesa', ', CA', ' 92626']",82,11/15/19,No,,"Orange County Community Services Agency, Special P",9/24/19,Closure,Employer did not State,No,"{'Assoc Dir, Gen Engrg': 1, 'Assoc Dir, Gen Mgmt': 1, 'Assoc Dir, Mfg/Ops': 1, 'Master Tech, EngrgSvcs': 1, 'Master Tech, Testing': 1, 'Mgr, Gen Engrg': 1, 'Mgr, HR Genlst': 1, 'Mgr, Prod Mgmt - Mktg': 8, 'Mgr, Program Mgmt': 3, 'Mgr, Sales': 10, 'Mgr, Software Engrg': 1, 'Mgr, Tst&Validation': 1, 'Spclst, FP&A': 2, 'Spclst, Sales': 22, 'Spclst, Sales Engrg': 6, 'Sr Assoc, FP&A': 1, 'Sr Assoc, Inside Sales': 5, 'Sr Assoc, Market Analysis': 1, 'Sr Eng, E&E Engrg': 1, 'Sr Eng, Software Engrg': 6, 'Sr Mgr, Prod Mgmt - Mktg': 2, 'Sr Mgr, Program Mgmt': 1, 'Sr Mgr, Sales': 1, 'Sr Supv, Inside Sales': 1, 'Staff Eng, Software Engrg': 2, 'Staff Eng, Systems Engrg': 1, None: None}",3/16/20
Transform SR LLC,"['8150 La Palma Ave', ' Buena Park', ', CA', ' 90620']",91,2/16/20,No,,"Orange County Community Services Agency, Special P",11/26/19,Closure,Employer did not State,No,"{'Advanced Technician, Auto': 2, 'AP Manager': 1, 'Asset Protection Associate': 5, 'Auto Center Manager II': 1, 'CA Comp Plan D CSA': 10, 'Consultative Sales Assoc-Base': 11, 'Consultative Sales Trainee - C': 2, 'Customer Svc Advisor - Trainee': 1, 'Express Technician Trainee': 1, 'Express Technician, Auto': 2, 'FJ Lead': 1, 'FTW Store Support Lead': 1, 'HL Zone Supervisor': 1, 'Office Associate, Retail': 2, 'Softlines ASM': 1, 'Softlines Associate': 26, 'Softlines Lead': 4, 'Store General Manager I, RS': 1, 'Store Support Associate': 16, 'Store Support Lead': 1, 'Store Support Supervisor': 1, None: None}",3/16/20
"Volt Information Sciences, Inc.","['2401 North Glassell', ' Orange', ', CA', ' 92865']",79,3/10/20,No,,"Orange County Community Services Agency, Special P",1/10/20,Layoff,Employer did not State,No,"{'Accountant': 1, 'Accountant, Senior': 2, 'Administrator, Technical/IT': 1, 'Analyst': 17, 'Analyst, Sr.': 1, 'Assistant Manager': 1, 'Auditor, Senior': 1, 'Clerk': 4, 'Controller': 1, 'Coordinator': 5, 'Developer': 3, 'Director': 1, 'Engineer': 1, 'Generalist': 2, 'Lead': 3, 'Manager': 7, 'Programmer': 2, 'Representative': 4, 'Specialist': 17, 'Supervisor': 5, None: None}",3/16/20
Transform KM LLC,"['7840 Limonite Ave', ' Riverside', ', CA', ' 92509']",94,2/16/20,No,,Riverside County Economic Development Agency      ,11/26/19,Closure,Employer did not State,No,"{'AP Manager': 1, 'ASM, Softlines (CA)': 1, 'Asset Protection Associate': 2, 'Checkout Service Associate': 33, 'Data Integrity Specialist': 1, 'Footwear Lead': 1, 'Hardlines Merchandiser': 16, 'HR Lead': 1, 'Layaway Associate': 2, 'MC&C APP': 1, 'Morning Replenishment Assoc': 5, 'Office Associate': 1, 'Overnight Replenishment Assoc': 1, 'Pricing Lead': 1, 'Reset Lead': 1, 'Salesfloor Supv Hardlines': 2, 'Service Desk Associate': 4, 'Softlines Lead': 2, 'Softlines Merchandiser': 17, 'Store General Manager I, RS': 1, None: None}",3/16/20
Transform SR LLC,"['22550 Town Circle', ' Moreno Valley', ', CA', ' 92553']",84,2/16/20,No,,Riverside County Economic Development Agency      ,11/26/19,Closure,Employer did not State,No,"{'Advanced Technician, Auto': 3, 'AP Manager': 1, 'ASM, Hardlines': 1, 'Asset Protection Associate': 3, 'Auto Center Manager II': 1, 'CA Comp Plan D CSA': 7, 'Consultative Sales Assoc-Base': 8, 'Consultative Sales Trainee - C': 3, 'Consultative Sales Trainee - D': 1, 'Customer Service Advisor': 2, 'Express Technician Trainee': 1, 'FJ Consultative Sales Trainee': 2, 'FJ Lead': 1, 'Hardlines Sales Lead': 1, 'Lead, Customer Service Advisor': 1, 'Office Associate, Retail': 2, 'Sales Coordinator': 1, 'Softlines ASM': 1, 'Softlines Associate': 27, 'Softlines Lead': 2, 'Store General Manager I, RS': 1, 'Store Support Associate': 13, 'Store Support Supervisor': 1, None: None}",3/16/20
Transform SR LLC,"['40710 Winchester Rd', ' Temecula', ', CA', ' 92591']",61,2/16/20,No,,Riverside County Economic Development Agency      ,11/26/19,Closure,Employer did not State,No,"{'Advanced Technician, Auto': 1, 'ASM, Hardlines': 1, 'Assis Auto Center Manager Ill': 1, 'Auto Center Manager III': 1, 'CA Comp Plan IS CSA': 10, 'Certified Technician, Auto': 2, 'Consultative Sales Assoc-Base': 6, 'Consultative Sales Trainee - C': 6, 'Customer Service Advisor': 2, 'Dir, Region IR, Ops & Campi': 1, 'Express Technician, Auto': 4, 'HA Sales Lead': 1, 'Office Associate, Retail': 2, 'Softlines Associate': 10, 'Softlines Lead': 1, 'Store General Manager 11, RS': 1, 'Store Support Associate': 10, 'Store Support Supervisor': 1, None: None}",3/16/20
Transform SR LLC,"['5261 Arlington Ave', ' Riverside', ', CA', ' 92504']",103,2/16/20,No,,Riverside County Economic Development Agency      ,11/26/19,Closure,Employer did not State,No,"{'AP Manager': 1, 'ASM, Hardlines': 1, 'Asset Protection Associate': 4, 'Assis Auto Center Mgr (CA 2)': 1, 'Auto Center Manager 11': 1, 'CA Comp Plan D CSA': 6, 'Consultative Sales Assoc-Base': 10, 'Consultative Sales Assoc-Draw': 1, 'Consultative Sales Trainee - D': 1, 'Customer Service Advisor': 3, 'Express Technician, Auto': 3, 'FJ Consultative Sales Trainee': 2, 'Hardlines Sales Lead': 1, 'Ind Hire Advanced Tech, Auto': 2, 'Ind Hire Certified Tech, Auto': 1, 'Office Associate, Retail': 2, 'Sales Coordinator': 1, 'Softlines ASM': 1, 'Softlines Associate': 30, 'Softlines Lead': 4, 'Store General Manager I, RS': 1, 'Store Support ASM': 1, 'Store Support Associate': 24, 'Store Support Lead': 1, None: None}",3/16/20
Transform SR LLC,"['72-880 Hwy 111', ' Palm Desert', ', CA', ' 92260']",56,2/16/20,No,,Riverside County Economic Development Agency      ,11/26/19,Closure,Employer did not State,No,"{'ASM, Hardlines': 1, 'CA Comp Plan D CSA': 7, 'Consultative Sales Assoc 1': 3, 'Consultative Sales Assoc-Base': 5, 'FJ Consultative Sales Trainee': 1, 'HA Sales Lead': 1, 'Lead, Consultative Sales - FTW': 1, 'Office Associate, Retail': 2, 'Sales Coordinator': 1, 'Softlines ASM': 1, 'Softlines Associate': 20, 'Softlines Lead': 1, 'Store General Manager I, RS': 1, 'Store Support Associate': 10, 'Store Support Supervisor': 1, None: None}",3/16/20
Transform SR LLC,"['2200 W Florida Ave', ' Hemet', ', CA', ' 92545']",56,4/12/20,No,,Riverside County Economic Development Agency      ,2/25/20,Closure,Employer did not State,No,"{'AP Manager': 1, 'Auto Center Manager I': 2, 'CA Comp Plan D CSA': 8, 'Certified Technician, Auto': 1, 'Consultative Sales Assoc-Base': 10, 'Consultative Sales Trainee - C': 1, 'Dir, Region IR, Ops & Compl': 1, 'Express Technician Trainee': 1, 'Express Technician, Auto': 2, 'FJ Lead': 1, 'FTW Store Support Coordinator': 1, 'HL Zone Supervisor': 1, 'Lead, Customer Service Advisor': 1, 'lnd Hire Advanced Tech, Auto': 2, 'Office Associate, Retail': 1, 'Softlines ASM': 1, 'Softlines Associate': 13, 'Store General Manager I, RS': 1, 'Store Support Associate': 6, 'Store Support Lead': 1, None: None}",3/16/20
"UHS of Delaware, Inc.","['38977 Sky Canyon Drive', 'Suite 200', 'Murrieta', ', CA', ' 92563']",76,5/29/20,No,,Riverside County Economic Development Agency      ,2/7/20,Layoff,Employer did not State,No,"{'Biller/Billing Rep': 4, 'Cashier': 5, 'Clerk': 1, 'Collector - Government': 11, 'Collector/Collections Reb': 14, 'Mgr - Billing': 1, 'Mgr - Call Center': 1, 'Mgr - Collections': 1, 'Mgr - Purchasing': 1, 'Patient Accounts Specialist': 6, 'Purchasing Assistant': 1, 'Purchasing Specialist': 12, 'Reimbursement Specialist/ Analy': 1, 'Supv - Patient Accounts': 1, 'Supv - Purchasing': 1, 'Team Leader - Billing': 1, 'Team Leader - Govt Collections': 1, 'Team Leader- Payment Analysis': 1, 'Terna Leader - Cashiering': 1, 'Variance Analyst': 11, None: None}",3/16/20
Thrivent Financial for Lutherans,"['10640 Mather Blvd Suite 100', ' Mather', ', CA', ' 95655']",27,10/1/19,No,,Sacramento Employment and Training Agency         ,7/30/19,Closure,Employer did not State,No,"{'Adv Cust Issue/Service Rep UNL': 1, 'Application Engineer': 1, 'Assoc Customer Care Prof UNL': 2, 'Business Process Analyst': 2, 'Business Systems Analyst': 1, 'Dir, Business Improvement': 1, 'Dir, Information Technology': 1, 'Dir, Network & Security': 1, 'Director, Loan Origination Services': 1, 'Executive Assistant': 1, 'Infrastructure Engineer': 1, 'Lead Application Engineer': 2, 'Lead Infrastructure Engineer': 1, 'President, CUSO': 1, 'Sr Business Systems Analyst': 2, 'Sr Compl/Reg Analyst UNL': 1, 'Sr Mgr, Operations UNL': 1, 'Sr New Bus Dev Specialist': 2, 'Strategic Initiatives Implementation Manager UNL': 1, 'Underwriting Associate': 2, 'Underwriting Specialist (NE)': 1, None: None}",3/16/20
Walmart,"['4420 Florin Rd', ' Sacramento', ', CA', ' 95823']",108,12/6/19,No,,Sacramento Employment and Training Agency         ,10/4/19,Closure,Employer did not State,No,"{'': None, None: None}",3/16/20
XOJET Aviation LLC,"['5022 Bailey Loop', ' Mcclellan', ', CA', ' 95652']",58,5/1/20,No,,Sacramento Employment and Training Agency         ,3/3/20,Closure,Employer did not State,No,"{'Accounts Payable & Payroll Manager': 1, 'Client Service Administrative Coordinator': 1, 'Client Services Lead': 1, 'Client Services Specialist I': 2, 'Client Services Specialist II': 8, 'Client Services Supervisor': 1, 'Crew Planning Coordinator': 1, 'Crew Travel Coordinator': 3, 'Dir of Operations': 1, 'Director of Information Security': 1, 'Field Service Supervisor': 1, 'Flight Operations Analyst': 2, 'HR Compliance Coordinator': 1, 'International Flight Planner': 1, 'Inventory & Repair Coordinator': 1, 'Lead Network Operations Analyst': 1, 'Maintenance Billing Supervisor': 1, 'Maintenance Buyer': 1, 'Maintenance Controller': 4, 'Manager of Compliance': 1, 'Manager, Talent Acquisitions': 1, 'Overnight Operations Analyst': 1, 'Payroll Specialist': 1, 'Quality Assurance Inspector': 3, 'Scheduler': 4, 'SOC Coordinator': 1, 'Sr. Client Services Specialist': 8, 'Sr. International Flight Planner': 1, 'Supervisor, International Flight Planning': 1, 'Talent Acquisition Specialist': 1, 'Training and Compliance Coordinator': 1, 'VP, Customer Service': 1, None: None}",3/16/20
Transform KM LLC,"['1625 W Redlands', ' Redlands', ', CA', ' 92373']",70,10/27/19,No,,"San Bernardino County, Jobs and Employment Service",8/19/19,Closure,Employer did not State,No,"{'AP Manager': 1, 'Asset Protection Associate': 3, 'Checkout Service Associate': 16, 'Checkout Service Supervisor': 1, 'Date Integrity Specialist': 2, 'Evening Salesfloor Supervisor': 1, 'Footwear Lead': 1, 'Hardlines Merchandiser': 11, 'Home Appliance Lead': 1, 'HR Lead': 1, 'Layaway Associate': 2, 'MC&C APP': 1, 'Mygofer Assoc': 1, 'Pricing Lead': 1, 'Pricing Specialist': 1, 'Reset Lead': 1, 'Restaurant Associate': 7, 'Salesfloor Supv Hardlines': 1, 'Salesfloor Supv Operations': 1, 'Salesfloor Supv Softlines': 1, 'Service Desk Associate': 1, 'Softlines Lead': 2, 'Softlines Merchandiser': 10, 'Store General Manager II, RS': 1, None: None}",3/16/20
W.A. Thompson-Barstow,"['25538 Main Street', ' Barstow', ', CA', ' 92311']",62,12/6/19,No,,"San Bernardino County, Jobs and Employment Service",10/10/19,Closure,Employer did not State,No,"{'DRAFT': 4, 'DRIVER': 13, 'MERCHANDISER': 14, 'OFFICE STAFF': 3, 'SALES MANAGER': 1, 'SALES SUPERVISOR': 3, 'SALES SUPPORT': 1, 'SALESPERSON': 11, 'WAREHOUSE': 11, 'WAREHOUSE SUPERVISOR': 1, None: None}",3/16/20
Transform SR LLC,"['14420 Bear Valley Rd', ' Victorville', ', CA', ' 92392']",92,2/16/20,No,,"San Bernardino County, Jobs and Employment Service",11/21/19,Closure,Employer did not State,No,"{'Advanced Technician, Auto': 1, 'AP Manager': 1, 'ASM, Hardlines': 1, 'Asset Protection Associate': 3, 'Auto Center Manager II': 1, 'CA Comp Plan D CSA': 8, 'Certified Technician, Auto': 1, 'Consultative Sales Assoc-Base': 16, 'Consultative Sales Trainee - C': 8, 'Consultative Sales Trainee - D': 1, 'Customer Svc Advisor - Trainee': 1, 'Express Technician Trainee': 1, 'Express Technician, Auto': 1, 'FJ Consultative Sales Trainee': 2, 'FJ Lead': 1, 'Hardlines Sales Lead': 1, 'Lead, Customer Service Advisor': 1, 'Office Associate, Retail': 2, 'Sales Coordinator': 1, 'Softlines ASM': 1, 'Softlines Associate': 20, 'Softlines Lead': 2, 'Store General Manager I, RS': 1, 'Store Support Associate': 15, 'Store Support Supervisor': 1, None: None}",3/16/20
Transform SR LLC,"['5080 Montclair Plz Ln', ' Montclair', ', CA', ' 91763']",84,2/16/20,No,,"San Bernardino County, Jobs and Employment Service",11/26/19,Closure,Employer did not State,No,"{'Advanced Technician, Auto': 2, 'AP Manager': 1, 'ASM, Hardlines': 1, 'Asset Protection Associate': 2, 'Asset Protection Recovery Asso': 1, 'Auto Center Manager II': 1, 'CA Comp Plan D CSA': 9, 'Consultative Sales Assoc-Base': 11, 'Consultative Sales Trainee - C': 3, 'Consultative Sales Trainee - D': 1, 'Customer Service Advisor': 2, 'Express Technician Trainee': 2, 'Express Technician, Auto': 1, 'FJ Lead': 1, 'FTW Store Support Lead': 1, 'HA Sales Lead': 1, 'Ind Hire Certified Tech, Auto': 1, 'Office Associate, Retail': 2, 'Softlines ASM': 1, 'Softlines Associate': 25, 'Softlines Lead': 2, 'Store General Manager II, RS': 1, 'Store Support Associate': 10, 'Store Support Lead': 1, 'Store Support Supervisor': 1, None: None}",3/16/20
